"database","table","column","type","default_kind","default_expression"
"business","socks_log","devUId","Nullable(Int32)","",""
"business","socks_log","deviceId","LowCardinality(String)","",""
"business","socks_log","deviceIp","LowCardinality(String)","",""
"business","socks_log","dstAssetId","Nullable(String)","",""
"business","socks_log","dstCity","LowCardinality(String)","",""
"business","socks_log","dstCountry","LowCardinality(String)","",""
"business","socks_log","dstIp","String","",""
"business","socks_log","dstIpTag","Int32","",""
"business","socks_log","dstIp_v4","IPv4","DEFAULT","toIPv4OrDefault(assumeNotNull(dstIp))"
"business","socks_log","dstIp_v6","IPv6","DEFAULT","toIPv6OrDefault(assumeNotNull(dstIp))"
"business","socks_log","dstMac","String","",""
"business","socks_log","dstPort","Int32","",""
"business","socks_log","dstProvince","LowCardinality(String)","",""
"business","socks_log","dstRegionId","Nullable(String)","",""
"business","socks_log","dstSubType","Int32","",""
"business","socks_log","dstType","Int32","",""
"business","socks_log","insertTimestamp","Int64","",""
"business","socks_log","logSampled","Nullable(Int32)","",""
"business","socks_log","logTraceInfo","Nullable(String)","",""
"business","socks_log","manage","LowCardinality(String)","",""
"business","socks_log","manageIp","LowCardinality(String)","",""
"business","socks_log","method","Int32","",""
"business","socks_log","originProductType","LowCardinality(String)","",""
"business","socks_log","originProductVer","LowCardinality(String)","",""
"business","socks_log","password","String","",""
"business","socks_log","productType","LowCardinality(String)","",""
"business","socks_log","productVer","LowCardinality(String)","",""
"business","socks_log","recordTime","String","",""
"business","socks_log","recordTimestamp","Int64","",""
"business","socks_log","remoteName","String","",""
"business","socks_log","remotePort","Int32","",""
"business","socks_log","rowLogAlias","String","ALIAS","lower(toValidUTF8(trimBoth(arrayStringConcat(arrayMap(c -> trimBoth(c), [manageIp, deviceIp, srcIp, dstIp, username, remoteName, toString(remotePort), bindName, toString(bindPort), _invert_text]), ' '))))"
"business","socks_log","sessionId","String","",""
"business","socks_log","skVer","Int32","",""
"business","socks_log","socks4Results","Int32","",""
"business","socks_log","socks5Results","Int32","",""
"business","socks_log","srcAssetId","Nullable(String)","",""
"business","socks_log","srcCity","LowCardinality(String)","",""
"business","socks_log","srcCountry","LowCardinality(String)","",""
"business","socks_log","srcIp","String","",""
"business","socks_log","srcIpTag","Int32","",""
"business","socks_log","srcIp_v4","IPv4","DEFAULT","toIPv4OrDefault(assumeNotNull(srcIp))"
"business","socks_log","srcIp_v6","IPv6","DEFAULT","toIPv6OrDefault(assumeNotNull(srcIp))"
"business","socks_log","srcMac","String","",""
"business","socks_log","srcPort","Int32","",""
"business","socks_log","srcProvince","LowCardinality(String)","",""
"business","socks_log","srcRegionId","Nullable(String)","",""
"business","socks_log","srcSubType","Int32","",""
"business","socks_log","srcType","Int32","",""
"business","socks_log","tenant","LowCardinality(String)","",""
"business","socks_log","uploadTime","String","",""
"business","socks_log","uploadTimestamp","Int64","",""
"business","socks_log","username","String","",""
"business","socks_log","uuId","String","",""
"business","socks_log","v","Int32","",""
"business","socks_log","vendor","LowCardinality(String)","",""
"business","socks_log_local","_invert_text","String","DEFAULT","''"
"business","socks_log_local","addressType","Int32","",""
"business","socks_log_local","bindName","String","",""
"business","socks_log_local","bindPort","Int32","",""
"business","socks_log_local","bindType","Int32","",""
"business","socks_log_local","cloudTs","Nullable(Int64)","",""
"business","socks_log_local","command","Int32","",""
"business","socks_log_local","customer","LowCardinality(String)","",""
"business","socks_log_local","devUId","Nullable(Int32)","",""
"business","socks_log_local","deviceId","LowCardinality(String)","",""
"business","socks_log_local","deviceIp","LowCardinality(String)","",""
"business","socks_log_local","dstAssetId","Nullable(String)","",""
"business","socks_log_local","dstCity","LowCardinality(String)","",""
"business","socks_log_local","dstCountry","LowCardinality(String)","",""
"business","socks_log_local","dstIp","String","",""
"business","socks_log_local","dstIpTag","Int32","",""
"business","socks_log_local","dstIp_v4","IPv4","DEFAULT","toIPv4OrDefault(assumeNotNull(dstIp))"
"business","socks_log_local","dstIp_v6","IPv6","DEFAULT","toIPv6OrDefault(assumeNotNull(dstIp))"
"business","socks_log_local","dstMac","String","",""
"business","socks_log_local","dstPort","Int32","",""
"business","socks_log_local","dstProvince","LowCardinality(String)","",""
"business","socks_log_local","dstRegionId","Nullable(String)","",""
"business","socks_log_local","dstSubType","Int32","",""
"business","socks_log_local","dstType","Int32","",""
"business","socks_log_local","insertTimestamp","Int64","",""
"business","socks_log_local","logSampled","Nullable(Int32)","",""
"business","socks_log_local","logTraceInfo","Nullable(String)","",""
"business","socks_log_local","manage","LowCardinality(String)","",""
"business","socks_log_local","manageIp","LowCardinality(String)","",""
"business","socks_log_local","method","Int32","",""
"business","socks_log_local","originProductType","LowCardinality(String)","",""
"business","socks_log_local","originProductVer","LowCardinality(String)","",""
"business","socks_log_local","password","String","",""
"business","socks_log_local","productType","LowCardinality(String)","",""
"business","socks_log_local","productVer","LowCardinality(String)","",""
"business","socks_log_local","recordTime","String","",""
"business","socks_log_local","recordTimestamp","Int64","",""
"business","socks_log_local","remoteName","String","",""
"business","socks_log_local","remotePort","Int32","",""
"business","socks_log_local","rowLogAlias","String","ALIAS","lower(toValidUTF8(trimBoth(arrayStringConcat(arrayMap(c -> trimBoth(c), [manageIp, deviceIp, srcIp, dstIp, username, remoteName, toString(remotePort), bindName, toString(bindPort), _invert_text]), ' '))))"
"business","socks_log_local","sessionId","String","",""
"business","socks_log_local","skVer","Int32","",""
"business","socks_log_local","socks4Results","Int32","",""
"business","socks_log_local","socks5Results","Int32","",""
"business","socks_log_local","srcAssetId","Nullable(String)","",""
"business","socks_log_local","srcCity","LowCardinality(String)","",""
"business","socks_log_local","srcCountry","LowCardinality(String)","",""
"business","socks_log_local","srcIp","String","",""
"business","socks_log_local","srcIpTag","Int32","",""
"business","socks_log_local","srcIp_v4","IPv4","DEFAULT","toIPv4OrDefault(assumeNotNull(srcIp))"
"business","socks_log_local","srcIp_v6","IPv6","DEFAULT","toIPv6OrDefault(assumeNotNull(srcIp))"
"business","socks_log_local","srcMac","String","",""
"business","socks_log_local","srcPort","Int32","",""
"business","socks_log_local","srcProvince","LowCardinality(String)","",""
"business","socks_log_local","srcRegionId","Nullable(String)","",""
"business","socks_log_local","srcSubType","Int32","",""
"business","socks_log_local","srcType","Int32","",""
"business","socks_log_local","tenant","LowCardinality(String)","",""
"business","socks_log_local","uploadTime","String","",""
"business","socks_log_local","uploadTimestamp","Int64","",""
"business","socks_log_local","username","String","",""
"business","socks_log_local","uuId","String","",""
"business","socks_log_local","v","Int32","",""
"business","socks_log_local","vendor","LowCardinality(String)","",""
"business","sql_server_log","_invert_text","String","DEFAULT","''"
"business","sql_server_log","cloudTs","Nullable(Int64)","",""
"business","sql_server_log","customer","LowCardinality(String)","",""
"business","sql_server_log","devUId","Nullable(Int32)","",""
"business","sql_server_log","deviceId","LowCardinality(String)","",""
"business","sql_server_log","deviceIp","LowCardinality(String)","",""
"business","sql_server_log","dstAssetId","Nullable(String)","",""
"business","sql_server_log","dstCity","LowCardinality(String)","",""
"business","sql_server_log","dstCountry","LowCardinality(String)","",""
"business","sql_server_log","dstIp","String","",""
"business","sql_server_log","dstIpTag","Int32","",""
"business","sql_server_log","dstIp_v4","IPv4","DEFAULT","toIPv4OrDefault(assumeNotNull(dstIp))"
"business","sql_server_log","dstIp_v6","IPv6","DEFAULT","toIPv6OrDefault(assumeNotNull(dstIp))"
"business","sql_server_log","dstMac","String","",""
"business","sql_server_log","dstPort","Int32","",""
"business","sql_server_log","dstProvince","LowCardinality(String)","",""
"business","sql_server_log","dstRegionId","Nullable(String)","",""
"business","sql_server_log","dstSubType","Int32","",""
"business","sql_server_log","dstType","Int32","",""
"business","sql_server_log","insertTimestamp","Int64","",""
"business","sql_server_log","logSampled","Nullable(Int32)","",""
"business","sql_server_log","logTraceInfo","Nullable(String)","",""
"business","sql_server_log","manage","LowCardinality(String)","",""
"business","sql_server_log","manageIp","LowCardinality(String)","",""
"business","sql_server_log","originProductType","LowCardinality(String)","",""
"business","sql_server_log","originProductVer","LowCardinality(String)","",""
"business","sql_server_log","productType","LowCardinality(String)","",""
"business","sql_server_log","productVer","LowCardinality(String)","",""
"business","sql_server_log","recordTime","String","",""
"business","sql_server_log","recordTimestamp","Int64","",""
"business","sql_server_log","request","String","",""
"business","sql_server_log","requestType","String","",""
"business","sql_server_log","response","String","",""
"business","sql_server_log","rowLogAlias","String","ALIAS","lower(toValidUTF8(trimBoth(arrayStringConcat(arrayMap(c -> trimBoth(c), [manageIp, deviceIp, srcIp, dstIp, requestType, request, response, _invert_text]), ' '))))"
"business","sql_server_log","sessionId","String","",""
"business","sql_server_log","srcAssetId","Nullable(String)","",""
"business","sql_server_log","srcCity","LowCardinality(String)","",""
"business","sql_server_log","srcCountry","LowCardinality(String)","",""
"business","sql_server_log","srcIp","String","",""
"business","sql_server_log","srcIpTag","Int32","",""
"business","sql_server_log","srcIp_v4","IPv4","DEFAULT","toIPv4OrDefault(assumeNotNull(srcIp))"
"business","sql_server_log","srcIp_v6","IPv6","DEFAULT","toIPv6OrDefault(assumeNotNull(srcIp))"
"business","sql_server_log","srcMac","String","",""
"business","sql_server_log","srcPort","Int32","",""
"business","sql_server_log","srcProvince","LowCardinality(String)","",""
"business","sql_server_log","srcRegionId","Nullable(String)","",""
"business","sql_server_log","srcSubType","Int32","",""
"business","sql_server_log","srcType","Int32","",""
"business","sql_server_log","tenant","LowCardinality(String)","",""
"business","sql_server_log","uploadTime","String","",""
"business","sql_server_log","uploadTimestamp","Int64","",""
"business","sql_server_log","uuId","String","",""
"business","sql_server_log","v","Int32","",""
"business","sql_server_log","vendor","LowCardinality(String)","",""
"business","sql_server_log_local","_invert_text","String","DEFAULT","''"
"business","sql_server_log_local","cloudTs","Nullable(Int64)","",""
"business","sql_server_log_local","customer","LowCardinality(String)","",""
"business","sql_server_log_local","devUId","Nullable(Int32)","",""
"business","sql_server_log_local","deviceId","LowCardinality(String)","",""
"business","sql_server_log_local","deviceIp","LowCardinality(String)","",""
"business","sql_server_log_local","dstAssetId","Nullable(String)","",""
"business","sql_server_log_local","dstCity","LowCardinality(String)","",""
"business","sql_server_log_local","dstCountry","LowCardinality(String)","",""
"business","sql_server_log_local","dstIp","String","",""
"business","sql_server_log_local","dstIpTag","Int32","",""
"business","sql_server_log_local","dstIp_v4","IPv4","DEFAULT","toIPv4OrDefault(assumeNotNull(dstIp))"
"business","sql_server_log_local","dstIp_v6","IPv6","DEFAULT","toIPv6OrDefault(assumeNotNull(dstIp))"
"business","sql_server_log_local","dstMac","String","",""
"business","sql_server_log_local","dstPort","Int32","",""
"business","sql_server_log_local","dstProvince","LowCardinality(String)","",""
"business","sql_server_log_local","dstRegionId","Nullable(String)","",""
"business","sql_server_log_local","dstSubType","Int32","",""
"business","sql_server_log_local","dstType","Int32","",""
"business","sql_server_log_local","insertTimestamp","Int64","",""
"business","sql_server_log_local","logSampled","Nullable(Int32)","",""
"business","sql_server_log_local","logTraceInfo","Nullable(String)","",""
"business","sql_server_log_local","manage","LowCardinality(String)","",""
"business","sql_server_log_local","manageIp","LowCardinality(String)","",""
"business","sql_server_log_local","originProductType","LowCardinality(String)","",""
"business","sql_server_log_local","originProductVer","LowCardinality(String)","",""
"business","sql_server_log_local","productType","LowCardinality(String)","",""
"business","sql_server_log_local","productVer","LowCardinality(String)","",""
"business","sql_server_log_local","recordTime","String","",""
"business","sql_server_log_local","recordTimestamp","Int64","",""
"business","sql_server_log_local","request","String","",""
"business","sql_server_log_local","requestType","String","",""
"business","sql_server_log_local","response","String","",""
"business","sql_server_log_local","rowLogAlias","String","ALIAS","lower(toValidUTF8(trimBoth(arrayStringConcat(arrayMap(c -> trimBoth(c), [manageIp, deviceIp, srcIp, dstIp, requestType, request, response, _invert_text]), ' '))))"
"business","sql_server_log_local","sessionId","String","",""
"business","sql_server_log_local","srcAssetId","Nullable(String)","",""
"business","sql_server_log_local","srcCity","LowCardinality(String)","",""
"business","sql_server_log_local","srcCountry","LowCardinality(String)","",""
"business","sql_server_log_local","srcIp","String","",""
"business","sql_server_log_local","srcIpTag","Int32","",""
"business","sql_server_log_local","srcIp_v4","IPv4","DEFAULT","toIPv4OrDefault(assumeNotNull(srcIp))"
"business","sql_server_log_local","srcIp_v6","IPv6","DEFAULT","toIPv6OrDefault(assumeNotNull(srcIp))"
"business","sql_server_log_local","srcMac","String","",""
"business","sql_server_log_local","srcPort","Int32","",""
"business","sql_server_log_local","srcProvince","LowCardinality(String)","",""
"business","sql_server_log_local","srcRegionId","Nullable(String)","",""
"business","sql_server_log_local","srcSubType","Int32","",""
"business","sql_server_log_local","srcType","Int32","",""
"business","sql_server_log_local","tenant","LowCardinality(String)","",""
"business","sql_server_log_local","uploadTime","String","",""
"business","sql_server_log_local","uploadTimestamp","Int64","",""
"business","sql_server_log_local","uuId","String","",""
"business","sql_server_log_local","v","Int32","",""
"business","sql_server_log_local","vendor","LowCardinality(String)","",""
"business","ssh_log","_invert_text","String","DEFAULT","''"
"business","ssh_log","clientCookie","String","",""
"business","ssh_log","clientVersion","String","",""
"business","ssh_log","cloudTs","Nullable(Int64)","",""
"business","ssh_log","compressionAlg","String","",""
"business","ssh_log","customer","LowCardinality(String)","",""
"business","ssh_log","devUId","Nullable(Int32)","",""
"business","ssh_log","deviceId","LowCardinality(String)","",""
"business","ssh_log","deviceIp","LowCardinality(String)","",""
"business","ssh_log","dstAssetId","Nullable(String)","",""
"business","ssh_log","dstCity","LowCardinality(String)","",""
"business","ssh_log","dstCountry","LowCardinality(String)","",""
"business","ssh_log","dstIp","String","",""
"business","ssh_log","dstIpTag","Int32","",""
"business","ssh_log","dstIp_v4","IPv4","DEFAULT","toIPv4OrDefault(assumeNotNull(dstIp))"
"business","ssh_log","dstIp_v6","IPv6","DEFAULT","toIPv6OrDefault(assumeNotNull(dstIp))"
"business","ssh_log","dstMac","String","",""
"business","ssh_log","dstPort","Int32","",""
"business","ssh_log","dstProvince","LowCardinality(String)","",""
"business","ssh_log","dstRegionId","Nullable(String)","",""
"business","ssh_log","dstSubType","Int32","",""
"business","ssh_log","dstType","Int32","",""
"business","ssh_log","encryptionAlg","String","",""
"business","ssh_log","hostKey","String","",""
"business","ssh_log","hostKeyAlg","String","",""
"business","ssh_log","insertTimestamp","Int64","",""
"business","ssh_log","kexAlg","String","",""
"business","ssh_log","kexFirstpack","Nullable(Int32)","",""
"business","ssh_log","logSampled","Nullable(Int32)","",""
"business","ssh_log","logTraceInfo","Nullable(String)","",""
"business","ssh_log","macAlg","String","",""
"business","ssh_log","manage","LowCardinality(String)","",""
"business","ssh_log","manageIp","LowCardinality(String)","",""
"business","ssh_log","originProductType","LowCardinality(String)","",""
"business","ssh_log","originProductVer","LowCardinality(String)","",""
"business","ssh_log","p","Nullable(String)","",""
"business","ssh_log","productType","LowCardinality(String)","",""
"business","ssh_log","productVer","LowCardinality(String)","",""
"business","ssh_log","protocolVersion","String","",""
"business","ssh_log","recordTime","String","",""
"business","ssh_log","recordTimestamp","Int64","",""
"business","ssh_log","rowLogAlias","String","ALIAS","lower(toValidUTF8(trimBoth(arrayStringConcat(arrayMap(c -> trimBoth(c), [manageIp, deviceIp, srcIp, dstIp, protocolVersion, clientVersion, serverVersion, kexAlg, hostKeyAlg, encryptionAlg, macAlg, compressionAlg, _invert_text]), ' '))))"
"business","ssh_log","serverCookie","String","",""
"business","ssh_log","serverVersion","String","",""
"business","ssh_log","sessionId","String","",""
"business","ssh_log","signature","Nullable(String)","",""
"business","ssh_log","srcAssetId","Nullable(String)","",""
"business","ssh_log","srcCity","LowCardinality(String)","",""
"business","ssh_log","srcCountry","LowCardinality(String)","",""
"business","ssh_log","srcIp","String","",""
"business","ssh_log","srcIpTag","Int32","",""
"business","ssh_log","srcIp_v4","IPv4","DEFAULT","toIPv4OrDefault(assumeNotNull(srcIp))"
"business","ssh_log","srcIp_v6","IPv6","DEFAULT","toIPv6OrDefault(assumeNotNull(srcIp))"
"business","ssh_log","srcMac","String","",""
"business","ssh_log","srcPort","Int32","",""
"business","ssh_log","srcProvince","LowCardinality(String)","",""
"business","ssh_log","srcRegionId","Nullable(String)","",""
"business","ssh_log","srcSubType","Int32","",""
"business","ssh_log","srcType","Int32","",""
"business","ssh_log","sshBytesList","String","",""
"business","ssh_log","sshDirectionList","String","",""
"business","ssh_log","sshMessageCodeList","String","",""
"business","ssh_log","tenant","LowCardinality(String)","",""
"business","ssh_log","uploadTime","String","",""
"business","ssh_log","uploadTimestamp","Int64","",""
"business","ssh_log","uuId","String","",""
"business","ssh_log","v","Int32","",""
"business","ssh_log","vendor","LowCardinality(String)","",""
"business","ssh_log_local","_invert_text","String","DEFAULT","''"
"business","ssh_log_local","clientCookie","String","",""
"business","ssh_log_local","clientVersion","String","",""
"business","ssh_log_local","cloudTs","Nullable(Int64)","",""
"business","ssh_log_local","compressionAlg","String","",""
"business","ssh_log_local","customer","LowCardinality(String)","",""
"business","ssh_log_local","devUId","Nullable(Int32)","",""
"business","ssh_log_local","deviceId","LowCardinality(String)","",""
"business","ssh_log_local","deviceIp","LowCardinality(String)","",""
"business","ssh_log_local","dstAssetId","Nullable(String)","",""
"business","ssh_log_local","dstCity","LowCardinality(String)","",""
"business","ssh_log_local","dstCountry","LowCardinality(String)","",""
"business","ssh_log_local","dstIp","String","",""
"business","ssh_log_local","dstIpTag","Int32","",""
"business","ssh_log_local","dstIp_v4","IPv4","DEFAULT","toIPv4OrDefault(assumeNotNull(dstIp))"
"business","ssh_log_local","dstIp_v6","IPv6","DEFAULT","toIPv6OrDefault(assumeNotNull(dstIp))"
"business","ssh_log_local","dstMac","String","",""
"business","ssh_log_local","dstPort","Int32","",""
"business","ssh_log_local","dstProvince","LowCardinality(String)","",""
"business","ssh_log_local","dstRegionId","Nullable(String)","",""
"business","ssh_log_local","dstSubType","Int32","",""
"business","ssh_log_local","dstType","Int32","",""
"business","ssh_log_local","encryptionAlg","String","",""
"business","ssh_log_local","hostKey","String","",""
"business","ssh_log_local","hostKeyAlg","String","",""
"business","ssh_log_local","insertTimestamp","Int64","",""
"business","ssh_log_local","kexAlg","String","",""
"business","ssh_log_local","kexFirstpack","Nullable(Int32)","",""
"business","ssh_log_local","logSampled","Nullable(Int32)","",""
"business","ssh_log_local","logTraceInfo","Nullable(String)","",""
"business","ssh_log_local","macAlg","String","",""
"business","ssh_log_local","manage","LowCardinality(String)","",""
"business","ssh_log_local","manageIp","LowCardinality(String)","",""
"business","ssh_log_local","originProductType","LowCardinality(String)","",""
"business","ssh_log_local","originProductVer","LowCardinality(String)","",""
"business","ssh_log_local","p","Nullable(String)","",""
"business","ssh_log_local","productType","LowCardinality(String)","",""
"business","ssh_log_local","productVer","LowCardinality(String)","",""
"business","ssh_log_local","protocolVersion","String","",""
"business","ssh_log_local","recordTime","String","",""
"business","ssh_log_local","recordTimestamp","Int64","",""
"business","ssh_log_local","rowLogAlias","String","ALIAS","lower(toValidUTF8(trimBoth(arrayStringConcat(arrayMap(c -> trimBoth(c), [manageIp, deviceIp, srcIp, dstIp, protocolVersion, clientVersion, serverVersion, kexAlg, hostKeyAlg, encryptionAlg, macAlg, compressionAlg, _invert_text]), ' '))))"
"business","ssh_log_local","serverCookie","String","",""
"business","ssh_log_local","serverVersion","String","",""
"business","ssh_log_local","sessionId","String","",""
"business","ssh_log_local","signature","Nullable(String)","",""
"business","ssh_log_local","srcAssetId","Nullable(String)","",""
"business","ssh_log_local","srcCity","LowCardinality(String)","",""
"business","ssh_log_local","srcCountry","LowCardinality(String)","",""
"business","ssh_log_local","srcIp","String","",""
"business","ssh_log_local","srcIpTag","Int32","",""
"business","ssh_log_local","srcIp_v4","IPv4","DEFAULT","toIPv4OrDefault(assumeNotNull(srcIp))"
"business","ssh_log_local","srcIp_v6","IPv6","DEFAULT","toIPv6OrDefault(assumeNotNull(srcIp))"
"business","ssh_log_local","srcMac","String","",""
"business","ssh_log_local","srcPort","Int32","",""
"business","ssh_log_local","srcProvince","LowCardinality(String)","",""
"business","ssh_log_local","srcRegionId","Nullable(String)","",""
"business","ssh_log_local","srcSubType","Int32","",""
"business","ssh_log_local","srcType","Int32","",""
"business","ssh_log_local","sshBytesList","String","",""
"business","ssh_log_local","sshDirectionList","String","",""
"business","ssh_log_local","sshMessageCodeList","String","",""
"business","ssh_log_local","tenant","LowCardinality(String)","",""
"business","ssh_log_local","uploadTime","String","",""
"business","ssh_log_local","uploadTimestamp","Int64","",""
"business","ssh_log_local","uuId","String","",""
"business","ssh_log_local","v","Int32","",""
"business","ssh_log_local","vendor","LowCardinality(String)","",""
"business","ssl_tls_log","_invert_text","String","DEFAULT","''"
"business","ssl_tls_log","alertMsg","Array(String)","",""
"business","ssl_tls_log","cliCert","Array(String)","",""
"business","ssl_tls_log","cliCipherSuites","Nullable(String)","",""
"business","ssl_tls_log","cliCompressions","Nullable(String)","",""
"business","ssl_tls_log","cliHeloExt","Nullable(String)","",""
"business","ssl_tls_log","cliHeloExtType","Array(Int32)","",""
"business","ssl_tls_log","cliKeyLen","Nullable(Int32)","",""
"business","ssl_tls_log","cliRandom","Nullable(String)","",""
"business","ssl_tls_log","cliSessionId","Nullable(String)","",""
"business","ssl_tls_log","cliVersion","Nullable(Int32)","",""
"business","ssl_tls_log","cloudTs","Nullable(Int64)","",""
"business","ssl_tls_log","customer","LowCardinality(String)","",""
"business","ssl_tls_log","devUId","Nullable(Int32)","",""
"business","ssl_tls_log","deviceId","LowCardinality(String)","",""
"business","ssl_tls_log","deviceIp","LowCardinality(String)","",""
"business","ssl_tls_log","downPks","Nullable(Int64)","",""
"business","ssl_tls_log","downSize","Nullable(Int64)","",""
"business","ssl_tls_log","dstAssetId","Nullable(String)","",""
"business","ssl_tls_log","dstCity","LowCardinality(String)","",""
"business","ssl_tls_log","dstCountry","LowCardinality(String)","",""
"business","ssl_tls_log","dstIp","String","",""
"business","ssl_tls_log","dstIpTag","Int32","",""
"business","ssl_tls_log","dstIp_v4","IPv4","DEFAULT","toIPv4OrDefault(assumeNotNull(dstIp))"
"business","ssl_tls_log","dstIp_v6","IPv6","DEFAULT","toIPv6OrDefault(assumeNotNull(dstIp))"
"business","ssl_tls_log","dstMac","String","",""
"business","ssl_tls_log","dstPort","Int32","",""
"business","ssl_tls_log","dstProvince","LowCardinality(String)","",""
"business","ssl_tls_log","dstRegionId","Nullable(String)","",""
"business","ssl_tls_log","dstSubType","Int32","",""
"business","ssl_tls_log","dstType","Int32","",""
"business","ssl_tls_log","handshakeSuccess","Nullable(Bool)","",""
"business","ssl_tls_log","insertTimestamp","Int64","",""
"business","ssl_tls_log","logSampled","Nullable(Int32)","",""
"business","ssl_tls_log","logTraceInfo","Nullable(String)","",""
"business","ssl_tls_log","manage","LowCardinality(String)","",""
"business","ssl_tls_log","manageIp","LowCardinality(String)","",""
"business","ssl_tls_log","newSessionTicket","Nullable(String)","",""
"business","ssl_tls_log","originProductType","LowCardinality(String)","",""
"business","ssl_tls_log","originProductVer","LowCardinality(String)","",""
"business","ssl_tls_log","productType","LowCardinality(String)","",""
"business","ssl_tls_log","productVer","LowCardinality(String)","",""
"business","ssl_tls_log","recordTime","String","",""
"business","ssl_tls_log","recordTimestamp","Int64","",""
"business","ssl_tls_log","rowLogAlias","String","ALIAS","lower(toValidUTF8(trimBoth(arrayStringConcat(arrayMap(c -> trimBoth(c), [manageIp, deviceIp, srcIp, dstIp, _invert_text]), ' '))))"
"business","ssl_tls_log","sessionId","String","",""
"business","ssl_tls_log","sessionTime","Nullable(Int64)","",""
"business","ssl_tls_log","srcAssetId","Nullable(String)","",""
"business","ssl_tls_log","srcCity","LowCardinality(String)","",""
"business","ssl_tls_log","srcCountry","LowCardinality(String)","",""
"business","ssl_tls_log","srcIp","String","",""
"business","ssl_tls_log","srcIpTag","Int32","",""
"business","ssl_tls_log","srcIp_v4","IPv4","DEFAULT","toIPv4OrDefault(assumeNotNull(srcIp))"
"business","ssl_tls_log","srcIp_v6","IPv6","DEFAULT","toIPv6OrDefault(assumeNotNull(srcIp))"
"business","ssl_tls_log","srcMac","String","",""
"business","ssl_tls_log","srcPort","Int32","",""
"business","ssl_tls_log","srcProvince","LowCardinality(String)","",""
"business","ssl_tls_log","srcRegionId","Nullable(String)","",""
"business","ssl_tls_log","srcSubType","Int32","",""
"business","ssl_tls_log","srcType","Int32","",""
"business","ssl_tls_log","svrCert","Array(String)","",""
"business","ssl_tls_log","svrCipherSuite","Nullable(Int32)","",""
"business","ssl_tls_log","svrCompression","Nullable(Int32)","",""
"business","ssl_tls_log","svrHeloExt","Nullable(String)","",""
"business","ssl_tls_log","svrHeloExtType","Array(Int32)","",""
"business","ssl_tls_log","svrRandom","Nullable(String)","",""
"business","ssl_tls_log","svrSessionId","Nullable(String)","",""
"business","ssl_tls_log","svrVersion","Nullable(Int32)","",""
"business","ssl_tls_log","tenant","LowCardinality(String)","",""
"business","ssl_tls_log","ticketLifetime","Nullable(Int64)","",""
"business","ssl_tls_log","topNumPkt","Array(String)","",""
"business","ssl_tls_log","upPks","Nullable(Int64)","",""
"business","ssl_tls_log","upSize","Nullable(Int64)","",""
"business","ssl_tls_log","uploadTime","String","",""
"business","ssl_tls_log","uploadTimestamp","Int64","",""
"business","ssl_tls_log","uuId","String","",""
"business","ssl_tls_log","v","Int32","",""
"business","ssl_tls_log","vendor","LowCardinality(String)","",""
"business","ssl_tls_log_local","_invert_text","String","DEFAULT","''"
"business","ssl_tls_log_local","alertMsg","Array(String)","",""
"business","ssl_tls_log_local","cliCert","Array(String)","",""
"business","ssl_tls_log_local","cliCipherSuites","Nullable(String)","",""
"business","ssl_tls_log_local","cliCompressions","Nullable(String)","",""
"business","ssl_tls_log_local","cliHeloExt","Nullable(String)","",""
"business","ssl_tls_log_local","cliHeloExtType","Array(Int32)","",""
"business","ssl_tls_log_local","cliKeyLen","Nullable(Int32)","",""
"business","ssl_tls_log_local","cliRandom","Nullable(String)","",""
"business","ssl_tls_log_local","cliSessionId","Nullable(String)","",""
"business","ssl_tls_log_local","cliVersion","Nullable(Int32)","",""
"business","ssl_tls_log_local","cloudTs","Nullable(Int64)","",""
"business","ssl_tls_log_local","customer","LowCardinality(String)","",""
"business","ssl_tls_log_local","devUId","Nullable(Int32)","",""
"business","ssl_tls_log_local","deviceId","LowCardinality(String)","",""
"business","ssl_tls_log_local","deviceIp","LowCardinality(String)","",""
"business","ssl_tls_log_local","downPks","Nullable(Int64)","",""
"business","ssl_tls_log_local","downSize","Nullable(Int64)","",""
"business","ssl_tls_log_local","dstAssetId","Nullable(String)","",""
"business","ssl_tls_log_local","dstCity","LowCardinality(String)","",""
"business","ssl_tls_log_local","dstCountry","LowCardinality(String)","",""
"business","ssl_tls_log_local","dstIp","String","",""
"business","ssl_tls_log_local","dstIpTag","Int32","",""
"business","ssl_tls_log_local","dstIp_v4","IPv4","DEFAULT","toIPv4OrDefault(assumeNotNull(dstIp))"
"business","ssl_tls_log_local","dstIp_v6","IPv6","DEFAULT","toIPv6OrDefault(assumeNotNull(dstIp))"
"business","ssl_tls_log_local","dstMac","String","",""
"business","ssl_tls_log_local","dstPort","Int32","",""
"business","ssl_tls_log_local","dstProvince","LowCardinality(String)","",""
"business","ssl_tls_log_local","dstRegionId","Nullable(String)","",""
"business","ssl_tls_log_local","dstSubType","Int32","",""
"business","ssl_tls_log_local","dstType","Int32","",""
"business","ssl_tls_log_local","handshakeSuccess","Nullable(Bool)","",""
"business","ssl_tls_log_local","insertTimestamp","Int64","",""
"business","ssl_tls_log_local","logSampled","Nullable(Int32)","",""
"business","ssl_tls_log_local","logTraceInfo","Nullable(String)","",""
"business","ssl_tls_log_local","manage","LowCardinality(String)","",""
"business","ssl_tls_log_local","manageIp","LowCardinality(String)","",""
"business","ssl_tls_log_local","newSessionTicket","Nullable(String)","",""
