"database","table","column","type","default_kind","default_expression"
"business","db2_log","dstCity","LowCardinality(String)","",""
"business","db2_log","dstCountry","LowCardinality(String)","",""
"business","db2_log","dstIp","String","",""
"business","db2_log","dstIpTag","Int32","",""
"business","db2_log","dstIp_v4","IPv4","DEFAULT","toIPv4OrDefault(assumeNotNull(dstIp))"
"business","db2_log","dstIp_v6","IPv6","DEFAULT","toIPv6OrDefault(assumeNotNull(dstIp))"
"business","db2_log","dstMac","String","",""
"business","db2_log","dstPort","Int32","",""
"business","db2_log","dstProvince","LowCardinality(String)","",""
"business","db2_log","dstRegionId","Nullable(String)","",""
"business","db2_log","dstSubType","Int32","",""
"business","db2_log","dstType","Int32","",""
"business","db2_log","insertTimestamp","Int64","",""
"business","db2_log","logSampled","Nullable(Int32)","",""
"business","db2_log","logTraceInfo","Nullable(String)","",""
"business","db2_log","manage","LowCardinality(String)","",""
"business","db2_log","manageIp","LowCardinality(String)","",""
"business","db2_log","originProductType","LowCardinality(String)","",""
"business","db2_log","originProductVer","LowCardinality(String)","",""
"business","db2_log","productType","LowCardinality(String)","",""
"business","db2_log","productVer","LowCardinality(String)","",""
"business","db2_log","recordTime","String","",""
"business","db2_log","recordTimestamp","Int64","",""
"business","db2_log","response","String","",""
"business","db2_log","rowLogAlias","String","ALIAS","lower(toValidUTF8(trimBoth(arrayStringConcat(arrayMap(c -> trimBoth(c), [manageIp, deviceIp, srcIp, dstIp, cmd, arg, response, _invert_text]), ' '))))"
"business","db2_log","sessionId","String","",""
"business","db2_log","srcAssetId","Nullable(String)","",""
"business","db2_log","srcCity","LowCardinality(String)","",""
"business","db2_log","srcCountry","LowCardinality(String)","",""
"business","db2_log","srcIp","String","",""
"business","db2_log","srcIpTag","Int32","",""
"business","db2_log","srcIp_v4","IPv4","DEFAULT","toIPv4OrDefault(assumeNotNull(srcIp))"
"business","db2_log","srcIp_v6","IPv6","DEFAULT","toIPv6OrDefault(assumeNotNull(srcIp))"
"business","db2_log","srcMac","String","",""
"business","db2_log","srcPort","Int32","",""
"business","db2_log","srcProvince","LowCardinality(String)","",""
"business","db2_log","srcRegionId","Nullable(String)","",""
"business","db2_log","srcSubType","Int32","",""
"business","db2_log","srcType","Int32","",""
"business","db2_log","success","Bool","",""
"business","db2_log","tenant","LowCardinality(String)","",""
"business","db2_log","uploadTime","String","",""
"business","db2_log","uploadTimestamp","Int64","",""
"business","db2_log","uuId","String","",""
"business","db2_log","v","Int32","",""
"business","db2_log","vendor","LowCardinality(String)","",""
"business","db2_log_local","_invert_text","String","DEFAULT","''"
"business","db2_log_local","arg","String","",""
"business","db2_log_local","cloudTs","Nullable(Int64)","",""
"business","db2_log_local","cmd","String","",""
"business","db2_log_local","customer","LowCardinality(String)","",""
"business","db2_log_local","devUId","Nullable(Int32)","",""
"business","db2_log_local","deviceId","LowCardinality(String)","",""
"business","db2_log_local","deviceIp","LowCardinality(String)","",""
"business","db2_log_local","dstAssetId","Nullable(String)","",""
"business","db2_log_local","dstCity","LowCardinality(String)","",""
"business","db2_log_local","dstCountry","LowCardinality(String)","",""
"business","db2_log_local","dstIp","String","",""
"business","db2_log_local","dstIpTag","Int32","",""
"business","db2_log_local","dstIp_v4","IPv4","DEFAULT","toIPv4OrDefault(assumeNotNull(dstIp))"
"business","db2_log_local","dstIp_v6","IPv6","DEFAULT","toIPv6OrDefault(assumeNotNull(dstIp))"
"business","db2_log_local","dstMac","String","",""
"business","db2_log_local","dstPort","Int32","",""
"business","db2_log_local","dstProvince","LowCardinality(String)","",""
"business","db2_log_local","dstRegionId","Nullable(String)","",""
"business","db2_log_local","dstSubType","Int32","",""
"business","db2_log_local","dstType","Int32","",""
"business","db2_log_local","insertTimestamp","Int64","",""
"business","db2_log_local","logSampled","Nullable(Int32)","",""
"business","db2_log_local","logTraceInfo","Nullable(String)","",""
"business","db2_log_local","manage","LowCardinality(String)","",""
"business","db2_log_local","manageIp","LowCardinality(String)","",""
"business","db2_log_local","originProductType","LowCardinality(String)","",""
"business","db2_log_local","originProductVer","LowCardinality(String)","",""
"business","db2_log_local","productType","LowCardinality(String)","",""
"business","db2_log_local","productVer","LowCardinality(String)","",""
"business","db2_log_local","recordTime","String","",""
"business","db2_log_local","recordTimestamp","Int64","",""
"business","db2_log_local","response","String","",""
"business","db2_log_local","rowLogAlias","String","ALIAS","lower(toValidUTF8(trimBoth(arrayStringConcat(arrayMap(c -> trimBoth(c), [manageIp, deviceIp, srcIp, dstIp, cmd, arg, response, _invert_text]), ' '))))"
"business","db2_log_local","sessionId","String","",""
"business","db2_log_local","srcAssetId","Nullable(String)","",""
"business","db2_log_local","srcCity","LowCardinality(String)","",""
"business","db2_log_local","srcCountry","LowCardinality(String)","",""
"business","db2_log_local","srcIp","String","",""
"business","db2_log_local","srcIpTag","Int32","",""
"business","db2_log_local","srcIp_v4","IPv4","DEFAULT","toIPv4OrDefault(assumeNotNull(srcIp))"
"business","db2_log_local","srcIp_v6","IPv6","DEFAULT","toIPv6OrDefault(assumeNotNull(srcIp))"
"business","db2_log_local","srcMac","String","",""
"business","db2_log_local","srcPort","Int32","",""
"business","db2_log_local","srcProvince","LowCardinality(String)","",""
"business","db2_log_local","srcRegionId","Nullable(String)","",""
"business","db2_log_local","srcSubType","Int32","",""
"business","db2_log_local","srcType","Int32","",""
"business","db2_log_local","success","Bool","",""
"business","db2_log_local","tenant","LowCardinality(String)","",""
"business","db2_log_local","uploadTime","String","",""
"business","db2_log_local","uploadTimestamp","Int64","",""
"business","db2_log_local","uuId","String","",""
"business","db2_log_local","v","Int32","",""
"business","db2_log_local","vendor","LowCardinality(String)","",""
"business","dce_rpc_log","_invert_text","String","DEFAULT","''"
"business","dce_rpc_log","arg","String","",""
"business","dce_rpc_log","cloudTs","Nullable(Int64)","",""
"business","dce_rpc_log","customer","LowCardinality(String)","",""
"business","dce_rpc_log","devUId","Nullable(Int32)","",""
"business","dce_rpc_log","deviceId","LowCardinality(String)","",""
"business","dce_rpc_log","deviceIp","LowCardinality(String)","",""
"business","dce_rpc_log","dstAssetId","Nullable(String)","",""
"business","dce_rpc_log","dstCity","LowCardinality(String)","",""
"business","dce_rpc_log","dstCountry","LowCardinality(String)","",""
"business","dce_rpc_log","dstIp","String","",""
"business","dce_rpc_log","dstIpTag","Int32","",""
"business","dce_rpc_log","dstIp_v4","IPv4","DEFAULT","toIPv4OrDefault(assumeNotNull(dstIp))"
"business","dce_rpc_log","dstIp_v6","IPv6","DEFAULT","toIPv6OrDefault(assumeNotNull(dstIp))"
"business","dce_rpc_log","dstMac","String","",""
"business","dce_rpc_log","dstPort","Int32","",""
"business","dce_rpc_log","dstProvince","LowCardinality(String)","",""
"business","dce_rpc_log","dstRegionId","Nullable(String)","",""
"business","dce_rpc_log","dstSubType","Int32","",""
"business","dce_rpc_log","dstType","Int32","",""
"business","dce_rpc_log","endpoint","String","",""
"business","dce_rpc_log","insertTimestamp","Int64","",""
"business","dce_rpc_log","logSampled","Nullable(Int32)","",""
"business","dce_rpc_log","logTraceInfo","Nullable(String)","",""
"business","dce_rpc_log","manage","LowCardinality(String)","",""
"business","dce_rpc_log","manageIp","LowCardinality(String)","",""
"business","dce_rpc_log","opnum","Int32","",""
"business","dce_rpc_log","originProductType","LowCardinality(String)","",""
"business","dce_rpc_log","originProductVer","LowCardinality(String)","",""
"business","dce_rpc_log","productType","LowCardinality(String)","",""
"business","dce_rpc_log","productVer","LowCardinality(String)","",""
"business","dce_rpc_log","recordTime","String","",""
"business","dce_rpc_log","recordTimestamp","Int64","",""
"business","dce_rpc_log","result","String","",""
"business","dce_rpc_log","rowLogAlias","String","ALIAS","lower(toValidUTF8(trimBoth(arrayStringConcat(arrayMap(c -> trimBoth(c), [manageIp, deviceIp, srcIp, dstIp, endpoint, arg, result, _invert_text]), ' '))))"
"business","dce_rpc_log","sessionId","String","",""
"business","dce_rpc_log","srcAssetId","Nullable(String)","",""
"business","dce_rpc_log","srcCity","LowCardinality(String)","",""
"business","dce_rpc_log","srcCountry","LowCardinality(String)","",""
"business","dce_rpc_log","srcIp","String","",""
"business","dce_rpc_log","srcIpTag","Int32","",""
"business","dce_rpc_log","srcIp_v4","IPv4","DEFAULT","toIPv4OrDefault(assumeNotNull(srcIp))"
"business","dce_rpc_log","srcIp_v6","IPv6","DEFAULT","toIPv6OrDefault(assumeNotNull(srcIp))"
"business","dce_rpc_log","srcMac","String","",""
"business","dce_rpc_log","srcPort","Int32","",""
"business","dce_rpc_log","srcProvince","LowCardinality(String)","",""
"business","dce_rpc_log","srcRegionId","Nullable(String)","",""
"business","dce_rpc_log","srcSubType","Int32","",""
"business","dce_rpc_log","srcType","Int32","",""
"business","dce_rpc_log","status","Int32","",""
"business","dce_rpc_log","tenant","LowCardinality(String)","",""
"business","dce_rpc_log","uploadTime","String","",""
"business","dce_rpc_log","uploadTimestamp","Int64","",""
"business","dce_rpc_log","uuId","String","",""
"business","dce_rpc_log","v","Int32","",""
"business","dce_rpc_log","vendor","LowCardinality(String)","",""
"business","dce_rpc_log_local","_invert_text","String","DEFAULT","''"
"business","dce_rpc_log_local","arg","String","",""
"business","dce_rpc_log_local","cloudTs","Nullable(Int64)","",""
"business","dce_rpc_log_local","customer","LowCardinality(String)","",""
"business","dce_rpc_log_local","devUId","Nullable(Int32)","",""
"business","dce_rpc_log_local","deviceId","LowCardinality(String)","",""
"business","dce_rpc_log_local","deviceIp","LowCardinality(String)","",""
"business","dce_rpc_log_local","dstAssetId","Nullable(String)","",""
"business","dce_rpc_log_local","dstCity","LowCardinality(String)","",""
"business","dce_rpc_log_local","dstCountry","LowCardinality(String)","",""
"business","dce_rpc_log_local","dstIp","String","",""
"business","dce_rpc_log_local","dstIpTag","Int32","",""
"business","dce_rpc_log_local","dstIp_v4","IPv4","DEFAULT","toIPv4OrDefault(assumeNotNull(dstIp))"
"business","dce_rpc_log_local","dstIp_v6","IPv6","DEFAULT","toIPv6OrDefault(assumeNotNull(dstIp))"
